From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function)
Q5T440,Q5T440,reviewed,CAF17_HUMAN,"Iron-sulfur cluster assembly factor IBA57, mitochondrial (Iron-sulfur cluster assembly factor homolog)",IBA57 C1orf69,Homo sapiens (Human),356,heme biosynthetic process [GO:0006783]; iron-sulfur cluster assembly [GO:0016226],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; RNA binding [GO:0003723]; heme biosynthetic process [GO:0006783]; iron-sulfur cluster assembly [GO:0016226],RNA binding [GO:0003723]
Q9Y4J8,Q9Y4J8,reviewed,DTNA_HUMAN,Dystrobrevin alpha (DTN-A) (Alpha-dystrobrevin) (Dystrophin-related protein 3),DTNA DRP3,Homo sapiens (Human),743,chemical synaptic transmission [GO:0007268]; neuromuscular synaptic transmission [GO:0007274]; signal transduction [GO:0007165]; striated muscle contraction [GO:0006941]; synaptic signaling [GO:0099536],axon [GO:0030424]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; intermediate filament cytoskeleton [GO:0045111]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; synapse [GO:0045202],axon [GO:0030424]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; intermediate filament cytoskeleton [GO:0045111]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; synapse [GO:0045202]; PDZ domain binding [GO:0030165]; zinc ion binding [GO:0008270]; chemical synaptic transmission [GO:0007268]; neuromuscular synaptic transmission [GO:0007274]; signal transduction [GO:0007165]; striated muscle contraction [GO:0006941]; synaptic signaling [GO:0099536],PDZ domain binding [GO:0030165]; zinc ion binding [GO:0008270]
Q8TCT8,Q8TCT8,reviewed,SPP2A_HUMAN,Signal peptide peptidase-like 2A (SPP-like 2A) (SPPL2a) (EC 3.4.23.-) (Intramembrane protease 3) (IMP-3) (Presenilin-like protein 2),SPPL2A IMP3 PSL2 PSEC0147,Homo sapiens (Human),520,membrane protein ectodomain proteolysis [GO:0006509]; membrane protein intracellular domain proteolysis [GO:0031293]; membrane protein proteolysis [GO:0033619]; regulation of immune response [GO:0050776]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803],cytoplasmic side of endoplasmic reticulum membrane [GO:0098554]; extracellular exosome [GO:0070062]; Golgi-associated vesicle membrane [GO:0030660]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; plasma membrane [GO:0005886],"cytoplasmic side of endoplasmic reticulum membrane [GO:0098554]; extracellular exosome [GO:0070062]; Golgi-associated vesicle membrane [GO:0030660]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; plasma membrane [GO:0005886]; aspartic endopeptidase activity, intramembrane cleaving [GO:0042500]; protein homodimerization activity [GO:0042803]; membrane protein ectodomain proteolysis [GO:0006509]; membrane protein intracellular domain proteolysis [GO:0031293]; membrane protein proteolysis [GO:0033619]; regulation of immune response [GO:0050776]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]","aspartic endopeptidase activity, intramembrane cleaving [GO:0042500]; protein homodimerization activity [GO:0042803]"
P34913,P34913,reviewed,HYES_HUMAN,Bifunctional epoxide hydrolase 2 [Includes: Cytosolic epoxide hydrolase 2 (CEH) (EC 3.3.2.10) (Epoxide hydratase) (Soluble epoxide hydrolase) (SEH); Lipid-phosphate phosphatase (EC 3.1.3.76)],EPHX2,Homo sapiens (Human),555,cholesterol homeostasis [GO:0042632]; dephosphorylation [GO:0016311]; epoxide metabolic process [GO:0097176]; phospholipid dephosphorylation [GO:0046839]; positive regulation of gene expression [GO:0010628]; regulation of cell growth [GO:0001558]; regulation of cholesterol metabolic process [GO:0090181]; response to toxic substance [GO:0009636]; stilbene catabolic process [GO:0046272],cytosol [GO:0005829]; extracellular exosome [GO:0070062]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777],cytosol [GO:0005829]; extracellular exosome [GO:0070062]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; 10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity [GO:0033885]; epoxide hydrolase activity [GO:0004301]; lipid phosphatase activity [GO:0042577]; lysophosphatidic acid phosphatase activity [GO:0052642]; magnesium ion binding [GO:0000287]; phosphatase activity [GO:0016791]; protein homodimerization activity [GO:0042803]; toxic substance binding [GO:0015643]; cholesterol homeostasis [GO:0042632]; dephosphorylation [GO:0016311]; epoxide metabolic process [GO:0097176]; phospholipid dephosphorylation [GO:0046839]; positive regulation of gene expression [GO:0010628]; regulation of cell growth [GO:0001558]; regulation of cholesterol metabolic process [GO:0090181]; response to toxic substance [GO:0009636]; stilbene catabolic process [GO:0046272],10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity [GO:0033885]; epoxide hydrolase activity [GO:0004301]; lipid phosphatase activity [GO:0042577]; lysophosphatidic acid phosphatase activity [GO:0052642]; magnesium ion binding [GO:0000287]; phosphatase activity [GO:0016791]; protein homodimerization activity [GO:0042803]; toxic substance binding [GO:0015643]
Q00G26,Q00G26,reviewed,PLIN5_HUMAN,Perilipin-5 (Lipid storage droplet protein 5),PLIN5 LSDP5 OXPAT PAT-1,Homo sapiens (Human),463,lipid droplet organization [GO:0034389]; lipid storage [GO:0019915]; mitochondrion localization [GO:0051646]; negative regulation of fatty acid beta-oxidation [GO:0031999]; negative regulation of lipase activity [GO:0060192]; negative regulation of peroxisome proliferator activated receptor signaling pathway [GO:0035359]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of triglyceride catabolic process [GO:0010897]; positive regulation of fatty acid beta-oxidation [GO:0032000]; positive regulation of lipase activity [GO:0060193]; positive regulation of lipid storage [GO:0010884]; positive regulation of triglyceride biosynthetic process [GO:0010867]; positive regulation of triglyceride storage [GO:0010890],cytoplasm [GO:0005737]; cytosol [GO:0005829]; lipid droplet [GO:0005811]; mitochondrion [GO:0005739],cytoplasm [GO:0005737]; cytosol [GO:0005829]; lipid droplet [GO:0005811]; mitochondrion [GO:0005739]; identical protein binding [GO:0042802]; lipase binding [GO:0035473]; lipid droplet organization [GO:0034389]; lipid storage [GO:0019915]; mitochondrion localization [GO:0051646]; negative regulation of fatty acid beta-oxidation [GO:0031999]; negative regulation of lipase activity [GO:0060192]; negative regulation of peroxisome proliferator activated receptor signaling pathway [GO:0035359]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of triglyceride catabolic process [GO:0010897]; positive regulation of fatty acid beta-oxidation [GO:0032000]; positive regulation of lipase activity [GO:0060193]; positive regulation of lipid storage [GO:0010884]; positive regulation of triglyceride biosynthetic process [GO:0010867]; positive regulation of triglyceride storage [GO:0010890],identical protein binding [GO:0042802]; lipase binding [GO:0035473]
Q9Y6P5,Q9Y6P5,reviewed,SESN1_HUMAN,Sestrin-1 (EC 1.11.1.-) (p53-regulated protein PA26),SESN1 PA26 SEST1,Homo sapiens (Human),492,cellular oxidant detoxification [GO:0098869]; cellular response to amino acid starvation [GO:0034198]; cellular response to glucose starvation [GO:0042149]; cellular response to L-leucine [GO:0071233]; cellular response to leucine starvation [GO:1990253]; negative regulation of cell growth [GO:0030308]; negative regulation of TORC1 signaling [GO:1904262]; positive regulation of macroautophagy [GO:0016239]; reactive oxygen species metabolic process [GO:0072593]; regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051896]; regulation of response to reactive oxygen species [GO:1901031],cytoplasm [GO:0005737]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"cytoplasm [GO:0005737]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; L-leucine binding [GO:0070728]; oxidoreductase activity, acting on peroxide as acceptor [GO:0016684]; cellular oxidant detoxification [GO:0098869]; cellular response to amino acid starvation [GO:0034198]; cellular response to glucose starvation [GO:0042149]; cellular response to L-leucine [GO:0071233]; cellular response to leucine starvation [GO:1990253]; negative regulation of cell growth [GO:0030308]; negative regulation of TORC1 signaling [GO:1904262]; positive regulation of macroautophagy [GO:0016239]; reactive oxygen species metabolic process [GO:0072593]; regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051896]; regulation of response to reactive oxygen species [GO:1901031]","L-leucine binding [GO:0070728]; oxidoreductase activity, acting on peroxide as acceptor [GO:0016684]"
P50416,P50416,reviewed,CPT1A_HUMAN,"Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A) (Succinyltransferase CPT1A) (EC 2.3.1.-)",CPT1A CPT1,Homo sapiens (Human),773,aflatoxin metabolic process [GO:0046222]; carnitine metabolic process [GO:0009437]; carnitine shuttle [GO:0006853]; cellular response to fatty acid [GO:0071398]; eating behavior [GO:0042755]; epithelial cell differentiation [GO:0030855]; fatty acid beta-oxidation [GO:0006635]; fatty acid metabolic process [GO:0006631]; glucose metabolic process [GO:0006006]; liver regeneration [GO:0097421]; long-chain fatty acid metabolic process [GO:0001676]; positive regulation of fatty acid beta-oxidation [GO:0032000]; positive regulation of innate immune response [GO:0045089]; regulation of insulin secretion [GO:0050796]; response to alkaloid [GO:0043279]; response to ethanol [GO:0045471]; response to hypoxia [GO:0001666]; response to nutrient [GO:0007584]; response to tetrachloromethane [GO:1904772]; response to xenobiotic stimulus [GO:0009410]; triglyceride metabolic process [GO:0006641],membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; carnitine O-palmitoyltransferase activity [GO:0004095]; identical protein binding [GO:0042802]; protein-macromolecule adaptor activity [GO:0030674]; aflatoxin metabolic process [GO:0046222]; carnitine metabolic process [GO:0009437]; carnitine shuttle [GO:0006853]; cellular response to fatty acid [GO:0071398]; eating behavior [GO:0042755]; epithelial cell differentiation [GO:0030855]; fatty acid beta-oxidation [GO:0006635]; fatty acid metabolic process [GO:0006631]; glucose metabolic process [GO:0006006]; liver regeneration [GO:0097421]; long-chain fatty acid metabolic process [GO:0001676]; positive regulation of fatty acid beta-oxidation [GO:0032000]; positive regulation of innate immune response [GO:0045089]; regulation of insulin secretion [GO:0050796]; response to alkaloid [GO:0043279]; response to ethanol [GO:0045471]; response to hypoxia [GO:0001666]; response to nutrient [GO:0007584]; response to tetrachloromethane [GO:1904772]; response to xenobiotic stimulus [GO:0009410]; triglyceride metabolic process [GO:0006641],carnitine O-palmitoyltransferase activity [GO:0004095]; identical protein binding [GO:0042802]; protein-macromolecule adaptor activity [GO:0030674]
Q16773,Q16773,reviewed,KAT1_HUMAN,Kynurenine--oxoglutarate transaminase 1 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase) (EC 4.4.1.13) (Glutamine transaminase K) (GTK) (Glutamine--phenylpyruvate transaminase) (EC 2.6.1.64) (Kynurenine aminotransferase 1) (Kynurenine aminotransferase I) (KATI) (Kynurenine--oxoglutarate transaminase I),KYAT1 CCBL1,Homo sapiens (Human),422,kynurenine metabolic process [GO:0070189]; L-kynurenine catabolic process [GO:0097053]; response to bacterium [GO:0009617],cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739],cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; cysteine-S-conjugate beta-lyase activity [GO:0047804]; glutamine-phenylpyruvate transaminase activity [GO:0047316]; kynurenine-oxoglutarate transaminase activity [GO:0016212]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; kynurenine metabolic process [GO:0070189]; L-kynurenine catabolic process [GO:0097053]; response to bacterium [GO:0009617],cysteine-S-conjugate beta-lyase activity [GO:0047804]; glutamine-phenylpyruvate transaminase activity [GO:0047316]; kynurenine-oxoglutarate transaminase activity [GO:0016212]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]
Q9UMS0,Q9UMS0,reviewed,NFU1_HUMAN,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (HIRA-interacting protein 5)",NFU1 HIRIP5 CGI-33,Homo sapiens (Human),254,iron-sulfur cluster assembly [GO:0016226]; protein maturation [GO:0051604],cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; iron-sulfur cluster assembly [GO:0016226]; protein maturation [GO:0051604]","2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]"
Q53H82,Q53H82,reviewed,LACB2_HUMAN,Endoribonuclease LACTB2 (EC 3.1.27.-) (Beta-lactamase-like protein 2),LACTB2 CGI-83,Homo sapiens (Human),288,,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; hydrolase activity [GO:0016787]; RNA endonuclease activity [GO:0004521]; single-stranded RNA binding [GO:0003727]; zinc ion binding [GO:0008270],hydrolase activity [GO:0016787]; RNA endonuclease activity [GO:0004521]; single-stranded RNA binding [GO:0003727]; zinc ion binding [GO:0008270]
Q04759,Q04759,reviewed,KPCT_HUMAN,Protein kinase C theta type (EC 2.7.11.13) (nPKC-theta),PRKCQ PRKCT,Homo sapiens (Human),706,"axon guidance [GO:0007411]; CD4-positive, alpha-beta T cell proliferation [GO:0035739]; cell chemotaxis [GO:0060326]; Fc-epsilon receptor signaling pathway [GO:0038095]; inflammatory response [GO:0006954]; intracellular signal transduction [GO:0035556]; membrane protein ectodomain proteolysis [GO:0006509]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of T cell apoptotic process [GO:0070233]; positive regulation of CD4-positive, alpha-beta T cell proliferation [GO:2000563]; positive regulation of interleukin-17 production [GO:0032740]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of interleukin-4 production [GO:0032753]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of T cell activation [GO:0050870]; positive regulation of T-helper 17 type immune response [GO:2000318]; positive regulation of T-helper 2 cell activation [GO:2000570]; positive regulation of telomere maintenance [GO:0032206]; regulation of cell growth [GO:0001558]; regulation of DNA-templated transcription [GO:0006355]; regulation of platelet aggregation [GO:0090330]",aggresome [GO:0016235]; centriolar satellite [GO:0034451]; cytosol [GO:0005829]; immunological synapse [GO:0001772]; plasma membrane [GO:0005886],"aggresome [GO:0016235]; centriolar satellite [GO:0034451]; cytosol [GO:0005829]; immunological synapse [GO:0001772]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; diacylglycerol-dependent serine/threonine kinase activity [GO:0004697]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; zinc ion binding [GO:0008270]; axon guidance [GO:0007411]; CD4-positive, alpha-beta T cell proliferation [GO:0035739]; cell chemotaxis [GO:0060326]; Fc-epsilon receptor signaling pathway [GO:0038095]; inflammatory response [GO:0006954]; intracellular signal transduction [GO:0035556]; membrane protein ectodomain proteolysis [GO:0006509]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of T cell apoptotic process [GO:0070233]; positive regulation of CD4-positive, alpha-beta T cell proliferation [GO:2000563]; positive regulation of interleukin-17 production [GO:0032740]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of interleukin-4 production [GO:0032753]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of T cell activation [GO:0050870]; positive regulation of T-helper 17 type immune response [GO:2000318]; positive regulation of T-helper 2 cell activation [GO:2000570]; positive regulation of telomere maintenance [GO:0032206]; regulation of cell growth [GO:0001558]; regulation of DNA-templated transcription [GO:0006355]; regulation of platelet aggregation [GO:0090330]",ATP binding [GO:0005524]; diacylglycerol-dependent serine/threonine kinase activity [GO:0004697]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; zinc ion binding [GO:0008270]
P09110,P09110,reviewed,THIK_HUMAN,"3-ketoacyl-CoA thiolase, peroxisomal (EC 2.3.1.16) (Acetyl-CoA C-myristoyltransferase) (EC 2.3.1.155) (Acetyl-CoA acyltransferase) (EC 2.3.1.9) (Beta-ketothiolase) (Peroxisomal 3-oxoacyl-CoA thiolase)",ACAA1 ACAA PTHIO,Homo sapiens (Human),424,alpha-linolenic acid metabolic process [GO:0036109]; bile acid metabolic process [GO:0008206]; fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; phenylacetate catabolic process [GO:0010124]; very long-chain fatty acid metabolic process [GO:0000038],cytosol [GO:0005829]; extracellular region [GO:0005576]; membrane [GO:0016020]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; specific granule lumen [GO:0035580],cytosol [GO:0005829]; extracellular region [GO:0005576]; membrane [GO:0016020]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; specific granule lumen [GO:0035580]; acetate CoA-transferase activity [GO:0008775]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; acetyl-CoA C-acyltransferase activity [GO:0003988]; acetyl-CoA C-myristoyltransferase activity [GO:0050633]; long-chain fatty acyl-CoA oxidase activity [GO:0120524]; alpha-linolenic acid metabolic process [GO:0036109]; bile acid metabolic process [GO:0008206]; fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; phenylacetate catabolic process [GO:0010124]; very long-chain fatty acid metabolic process [GO:0000038],acetate CoA-transferase activity [GO:0008775]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; acetyl-CoA C-acyltransferase activity [GO:0003988]; acetyl-CoA C-myristoyltransferase activity [GO:0050633]; long-chain fatty acyl-CoA oxidase activity [GO:0120524]
P51659,P51659,reviewed,DHB4_HUMAN,"Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]",HSD17B4 EDH17B4 SDR8C1,Homo sapiens (Human),736,alpha-linolenic acid metabolic process [GO:0036109]; androgen metabolic process [GO:0008209]; estrogen metabolic process [GO:0008210]; fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; fatty acid derivative biosynthetic process [GO:1901570]; long-chain fatty acid biosynthetic process [GO:0042759]; medium-chain fatty-acyl-CoA metabolic process [GO:0036112]; osteoblast differentiation [GO:0001649]; Sertoli cell development [GO:0060009]; unsaturated fatty acid biosynthetic process [GO:0006636]; very long-chain fatty acid metabolic process [GO:0000038]; very long-chain fatty-acyl-CoA metabolic process [GO:0036111],cytosol [GO:0005829]; membrane [GO:0016020]; peroxisomal matrix [GO:0005782]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777],"cytosol [GO:0005829]; membrane [GO:0016020]; peroxisomal matrix [GO:0005782]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]; (3R)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity [GO:0106386]; (3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity [GO:0003857]; 17-beta-hydroxysteroid dehydrogenase (NAD+) activity [GO:0044594]; 3-hydroxyacyl-CoA dehydratase activity [GO:0018812]; 3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity [GO:0033989]; enoyl-CoA hydratase activity [GO:0004300]; estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303]; isomerase activity [GO:0016853]; protein homodimerization activity [GO:0042803]; alpha-linolenic acid metabolic process [GO:0036109]; androgen metabolic process [GO:0008209]; estrogen metabolic process [GO:0008210]; fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; fatty acid derivative biosynthetic process [GO:1901570]; long-chain fatty acid biosynthetic process [GO:0042759]; medium-chain fatty-acyl-CoA metabolic process [GO:0036112]; osteoblast differentiation [GO:0001649]; Sertoli cell development [GO:0060009]; unsaturated fatty acid biosynthetic process [GO:0006636]; very long-chain fatty acid metabolic process [GO:0000038]; very long-chain fatty-acyl-CoA metabolic process [GO:0036111]","(3R)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity [GO:0106386]; (3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity [GO:0003857]; 17-beta-hydroxysteroid dehydrogenase (NAD+) activity [GO:0044594]; 3-hydroxyacyl-CoA dehydratase activity [GO:0018812]; 3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity [GO:0033989]; enoyl-CoA hydratase activity [GO:0004300]; estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303]; isomerase activity [GO:0016853]; protein homodimerization activity [GO:0042803]"
Q9Y508,Q9Y508,reviewed,RN114_HUMAN,E3 ubiquitin-protein ligase RNF114 (EC 2.3.2.27) (RING finger protein 114) (RING-type E3 ubiquitin transferase RNF114) (Zinc finger protein 228) (Zinc finger protein 313),RNF114 ZNF228 ZNF313,Homo sapiens (Human),228,cell differentiation [GO:0030154]; protein polyubiquitination [GO:0000209]; spermatogenesis [GO:0007283]; ubiquitin-dependent protein catabolic process [GO:0006511],cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886],cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; cell differentiation [GO:0030154]; protein polyubiquitination [GO:0000209]; spermatogenesis [GO:0007283]; ubiquitin-dependent protein catabolic process [GO:0006511],ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
Q99766,Q99766,reviewed,ATP5S_HUMAN,"ATP synthase subunit s, mitochondrial (ATP synthase-coupling factor B) (FB) (Distal membrane arm assembly complex 2-like protein) (Mitochondrial ATP synthase regulatory component factor B)",DMAC2L ATP5S ATPW,Homo sapiens (Human),200,ATP biosynthetic process [GO:0006754]; proton transmembrane transport [GO:1902600],cytoplasm [GO:0005737]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259],cytoplasm [GO:0005737]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259]; metal ion binding [GO:0046872]; proton transmembrane transporter activity [GO:0015078]; ATP biosynthetic process [GO:0006754]; proton transmembrane transport [GO:1902600],metal ion binding [GO:0046872]; proton transmembrane transporter activity [GO:0015078]
Q96RQ3,Q96RQ3,reviewed,MCCA_HUMAN,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA carboxylase biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)",MCCC1 MCCA,Homo sapiens (Human),725,biotin metabolic process [GO:0006768]; branched-chain amino acid catabolic process [GO:0009083]; L-leucine catabolic process [GO:0006552],cytosol [GO:0005829]; methylcrotonoyl-CoA carboxylase complex [GO:1905202]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],cytosol [GO:0005829]; methylcrotonoyl-CoA carboxylase complex [GO:1905202]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; biotin binding [GO:0009374]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]; methylcrotonoyl-CoA carboxylase activity [GO:0004485]; biotin metabolic process [GO:0006768]; branched-chain amino acid catabolic process [GO:0009083]; L-leucine catabolic process [GO:0006552],ATP binding [GO:0005524]; biotin binding [GO:0009374]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]; methylcrotonoyl-CoA carboxylase activity [GO:0004485]
Q8NHH9,Q8NHH9,reviewed,ATLA2_HUMAN,Atlastin-2 (ATL-2) (EC 3.6.5.-) (ADP-ribosylation factor-like protein 6-interacting protein 2),ATL2 ARL6IP2,Homo sapiens (Human),583,endoplasmic reticulum membrane fusion [GO:0016320]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum tubular network membrane organization [GO:1990809]; protein homooligomerization [GO:0051260],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network membrane [GO:0098826]; membrane [GO:0016020],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network membrane [GO:0098826]; membrane [GO:0016020]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; GTPase-dependent fusogenic activity [GO:0140523]; metal ion binding [GO:0046872]; endoplasmic reticulum membrane fusion [GO:0016320]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum tubular network membrane organization [GO:1990809]; protein homooligomerization [GO:0051260],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; GTPase-dependent fusogenic activity [GO:0140523]; metal ion binding [GO:0046872]
